store_id,place_id,store_name,banner,format,reckitt_target,exclusion_reason,address,city,region,lat,lng,category,rating,review_count,phone,opening_hours,website,google_types,vicinity,price_level,business_status,annual_sales_usd,lines_per_store,covered,source,poi_count,actual_location,matches_selected_region,geographic_note
ChIJgVAolqSc4jARQ16CStJuVRs,ChIJgVAolqSc4jARQ16CStJuVRs,Pharma Safe,Independent (no name keyword),Pharmacy (independent),TARGET,,32 Soi Ngamwongwarn 22,Amphoe Mueang Nonthaburi,Nonthaburi,13.8554049,100.5409781,pharmacy,0,0,083 197 8616,,,"['pharmacy', 'store', 'point_of_interest', 'health', 'establishment']","32 Soi Ngamwongwarn 22, Amphoe Mueang Nonthaburi",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJkz7xy6Wc4jAR4Nb-yRj34Gc,ChIJkz7xy6Wc4jAR4Nb-yRj34Gc,Pharma shop,Independent (no name keyword),Pharmacy (independent),TARGET,,"49/1, Ngamwongwan Road, Tambon Bang Khen, Amphoe Mueang Nonthaburi, Nonthaburi",11000,Nonthaburi,13.8576434,100.5363078,pharmacy,0,0,,,,"['pharmacy', 'store', 'point_of_interest', 'health', 'establishment']","49/1, Ngamwongwan Road, Tambon Bang Khen, Amphoe Mueang Nonthaburi, Nonthaburi, 11000",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJ97jtLxmd4jARzCa5-IXdYNs,ChIJ97jtLxmd4jARzCa5-IXdYNs,Lab Pharmacy,Independent,Pharmacy (independent),TARGET,,"ห้องจี12 ชั้นจี ศูนย์การค้าเดอะมอลล์ งามวงศ์วาน, บางเขน",Amphoe Mueang Nonthaburi,Nonthaburi,13.85548,100.5420261,pharmacy,4.9,59,092 267 9368,Monday: 10:00 AM – 9:00 PM | Tuesday: 10:00 AM – 9:00 PM | Wednesday: 10:00 AM – 9:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 9:00 PM,https://www.lablivehealthy.com/,"['pharmacy', 'store', 'point_of_interest', 'health', 'establishment']","ห้องจี12 ชั้นจี ศูนย์การค้าเดอะมอลล์ งามวงศ์วาน, บางเขน, Amphoe Mueang Nonthaburi",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJV72YaLuc4jAR1f4p0uXawYc,ChIJV72YaLuc4jAR1f4p0uXawYc,Vejpongosot,Independent (no name keyword),Pharmacy (independent),TARGET,,"ชั้น G, ใกล้ประตูลานจอดรถ เดอะมอลล์งามวงศ์วาน, Thanon Ngam Wong Wan, บางเขน",Amphoe Mueang Nonthaburi,Nonthaburi,13.855095,100.5424459,pharmacy,2.5,2,02 222 2223,Monday: 10:00 AM – 9:00 PM | Tuesday: 10:00 AM – 9:00 PM | Wednesday: 10:00 AM – 9:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 9:00 PM,https://www.vejpongosot.com/,"['pharmacy', 'store', 'point_of_interest', 'health', 'establishment']","ชั้น G, ใกล้ประตูลานจอดรถ เดอะมอลล์งามวงศ์วาน, Thanon Ngam Wong Wan, บางเขน, Amphoe Mueang Nonthaburi",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJOSN7JzsSzEARVRqNQSZXef4,ChIJOSN7JzsSzEARVRqNQSZXef4,LAB Pharmacy สาขา HomePro ประชาชื่น,Independent,Pharmacy (independent),TARGET,,"บางเขน, LAB Pharmacy สาขา HomePro ประชาชื่น 31 ห้อง S101/1 ชั้น 1 อาคารโฮมโปร, ถนน ประชาชื่น",อำเภอเมืองนนทบุรี,Nonthaburi,13.8533322,100.5439106,pharmacy,5,9,065 614 4924,Monday: 8:30 AM – 9:30 PM | Tuesday: 8:30 AM – 9:30 PM | Wednesday: 8:30 AM – 9:30 PM | Thursday: 8:30 AM – 9:30 PM | Friday: 8:30 AM – 9:30 PM | Saturday: 8:30 AM – 9:30 PM | Sunday: 8:30 AM – 9:30 PM,,"['pharmacy', 'store', 'point_of_interest', 'health', 'establishment']","บางเขน, LAB Pharmacy สาขา HomePro ประชาชื่น 31 ห้อง S101/1 ชั้น 1 อาคารโฮมโปร, ถนน ประชาชื่น, อำเภอเมืองนนทบุรี",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJhQHBosuE4jARfunhgOC5wrU,ChIJhQHBosuE4jARfunhgOC5wrU,Thaweewat Pharmacy,Independent,Pharmacy (independent),TARGET,,VGG3+J5Q,Mueang Nonthaburi District,Nonthaburi,13.876588,100.502996,pharmacy,4.4,5,,Monday: 7:30 AM – 10:00 PM | Tuesday: 7:30 AM – 10:00 PM | Wednesday: 7:30 AM – 10:00 PM | Thursday: 7:30 AM – 10:00 PM | Friday: 7:30 AM – 10:00 PM | Saturday: 7:30 AM – 10:00 PM | Sunday: 7:30 AM – 10:00 PM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","VGG3+J5Q, Mueang Nonthaburi District",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJE6Ydq9aF4jARBuU7QOfD96s,ChIJE6Ydq9aF4jARBuU7QOfD96s,กระปุกยา - Krapookya Pharmacy,Independent,Pharmacy (independent),TARGET,,115 Soi Tiwanon 38,Tambon Talat Kwan,Nonthaburi,13.8725506,100.5232548,pharmacy,5,1,02 950 6530,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: 7:00 AM – 10:00 PM | Saturday: 7:00 AM – 10:00 PM | Sunday: 7:00 AM – 10:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","115 Soi Tiwanon 38, Tambon Talat Kwan",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJ401f57OE4jARwsh2TyShLec,ChIJ401f57OE4jARwsh2TyShLec,Thaweechai Pharmacy,Independent,Pharmacy (independent),TARGET,,581 ถนน นนทบุรี,Amphoe Mueang Nonthaburi,Nonthaburi,13.8781869,100.5141266,pharmacy,0,0,056 731 301,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","581 ถนน นนทบุรี, Amphoe Mueang Nonthaburi",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJLSQuxZSD4jAR_ddJHVGrtJ0,ChIJLSQuxZSD4jAR_ddJHVGrtJ0,สกานเภสัช SAKARNRx,เภสัช (Independent),Pharmacy (independent),TARGET,,Ta Sai,Mueang Nonthaburi District,Nonthaburi,13.8772434,100.5305709,pharmacy,5,2,,Monday: 10:00 AM – 11:00 PM | Tuesday: 10:00 AM – 11:00 PM | Wednesday: 10:00 AM – 11:00 PM | Thursday: 10:00 AM – 11:00 PM | Friday: 10:00 AM – 11:00 PM | Saturday: 10:00 AM – 11:00 PM | Sunday: 10:00 AM – 11:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","Ta Sai, Mueang Nonthaburi District",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJKTCtzleD4jAR9DLI56u6Ops,ChIJKTCtzleD4jAR9DLI56u6Ops,Thitirat,Independent (no name keyword),Pharmacy (independent),TARGET,,VGJJ+87V,Mueang Nonthaburi District,Nonthaburi,13.88087,100.530664,pharmacy,0,0,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","VGJJ+87V, Mueang Nonthaburi District",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJ_w0KmVWD4jARI2xSCNrWYoA,ChIJ_w0KmVWD4jARI2xSCNrWYoA,Ban Ya Pharmacist,Independent (no name keyword),Pharmacy (independent),TARGET,,28 Pracha Niwet 3 Soi 21,Amphoe Mueang Nonthaburi,Nonthaburi,13.8752459,100.5308029,pharmacy,3,1,02 589 3220,Monday: 10:30 AM – 10:30 PM | Tuesday: 10:30 AM – 10:30 PM | Wednesday: 10:30 AM – 10:30 PM | Thursday: 10:30 AM – 10:30 PM | Friday: 10:30 AM – 10:30 PM | Saturday: 10:30 AM – 10:30 PM | Sunday: 10:30 AM – 10:30 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","28 Pracha Niwet 3 Soi 21, Amphoe Mueang Nonthaburi",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJW8gsXh-D4jARwdfo-01brwQ,ChIJW8gsXh-D4jARwdfo-01brwQ,จิราดีเภสัช Jiradee Pharmacy,เภสัช (Independent),Pharmacy (independent),TARGET,,"500, ต้น, 502 Samakkhi Road, Tambon Tha Sai",Amphoe Mueang Nonthaburi,Nonthaburi,13.8807543,100.5414885,pharmacy,4.9,14,096 935 5858,Monday: 9:00 AM – 10:30 PM | Tuesday: 9:00 AM – 10:30 PM | Wednesday: 9:00 AM – 10:30 PM | Thursday: 9:00 AM – 10:30 PM | Friday: 9:00 AM – 10:30 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: 9:00 AM – 9:00 PM,https://lin.ee/vfJVP2l,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","500, ต้น, 502 Samakkhi Road, Tambon Tha Sai, Amphoe Mueang Nonthaburi",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJJ3DOrUuD4jARA6TecKVB8ns,ChIJJ3DOrUuD4jARA6TecKVB8ns,พิชคุณโอสถ-Pitchakhun Drugstore,Independent,Pharmacy (independent),TARGET,,37/1 Soi Samakkee 58/10,Amphoe Mueang Nonthaburi,Nonthaburi,13.8789081,100.5371023,pharmacy,5,10,099 442 6525,Monday: 7:00 AM – 8:30 PM | Tuesday: 7:00 AM – 8:30 PM | Wednesday: 7:00 AM – 8:30 PM | Thursday: 7:00 AM – 8:30 PM | Friday: 7:00 AM – 7:30 PM | Saturday: 9:00 AM – 7:30 PM | Sunday: 9:00 AM – 8:30 PM,https://www.facebook.com/profile.php?id=100083110933573&mibextid=wwXIfr&mibextid=wwXIfr,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","37/1 Soi Samakkee 58/10, Amphoe Mueang Nonthaburi",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJ_dqMSV6F4jARkqG4ySMl1z4,ChIJ_dqMSV6F4jARkqG4ySMl1z4,ร้านยาเภสัชปอย - Poy Pharmacy,ร้านยา (Independent),Pharmacy (independent),TARGET,,"594 Samakkhi Road, Tambon Tha Sai",Amphoe Mueang Nonthaburi,Nonthaburi,13.8804082,100.5437235,pharmacy,4.4,30,099 175 8777,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,https://www.facebook.com/PoyPharmacy/,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","594 Samakkhi Road, Tambon Tha Sai, Amphoe Mueang Nonthaburi",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJw18KDa9iHTERpzmVbc1keS0,ChIJw18KDa9iHTERpzmVbc1keS0,Prasong Pharmacy,Independent,Pharmacy (independent),TARGET,,427 ตลาดมงคลชัย ถนนรามอินทรา แขวงอนุสาวรีย์,Nonthaburi,Nonthaburi,13.8578313,100.6273687,pharmacy,4.8,4,02 552 3045,Monday: 3:30 – 9:00 PM | Tuesday: 3:30 – 9:00 PM | Wednesday: 3:30 – 9:00 PM | Thursday: 3:30 – 9:00 PM | Friday: 3:30 – 9:00 PM | Saturday: 3:30 – 9:00 PM | Sunday: Closed,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",427 ตลาดมงคลชัย ถนนรามอินทรา แขวงอนุสาวรีย์,0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJQ9NVScmP4jARy9sXwtJlwqA,ChIJQ9NVScmP4jARy9sXwtJlwqA,Morya pharmacy,Independent,Pharmacy (independent),TARGET,,"111/122 หมู่บ้านบัวทอง ซอย13, Tambon Bang Rak Phatthana",Amphoe Bang Bua Thong,Nonthaburi,13.895053,100.4014061,pharmacy,3.9,12,02 925 2155,Monday: 7:00 AM – 11:30 PM | Tuesday: 7:00 AM – 11:30 PM | Wednesday: 7:00 AM – 11:30 PM | Thursday: 7:00 AM – 11:30 PM | Friday: 7:00 AM – 11:30 PM | Saturday: 7:00 AM – 11:30 PM | Sunday: 7:00 AM – 11:30 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","111/122 หมู่บ้านบัวทอง ซอย13, Tambon Bang Rak Phatthana, Amphoe Bang Bua Thong",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJxwsfWACP4jAR447F-9n6pzo,ChIJxwsfWACP4jAR447F-9n6pzo,HighAce420,Independent (no name keyword),Pharmacy (independent),TARGET,,"2 Bang Kruai - Sai Noi Road, Tambon Bang Rak Phatthana",Amphoe Bang Bua Thong,Nonthaburi,13.893912,100.4306188,pharmacy,5,17,090 915 9571,Monday: 12:00 PM – 12:00 AM | Tuesday: 12:00 PM – 12:00 AM | Wednesday: 12:00 PM – 12:00 AM | Thursday: 12:00 PM – 12:00 AM | Friday: 12:00 PM – 12:00 AM | Saturday: 12:00 PM – 12:00 AM | Sunday: 12:00 PM – 12:00 AM,,"['pharmacy', 'store', 'point_of_interest', 'health', 'establishment']","2 Bang Kruai - Sai Noi Road, Tambon Bang Rak Phatthana, Amphoe Bang Bua Thong",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJ7cAIJgCF4jARULs8GEOsc-E,ChIJ7cAIJgCF4jARULs8GEOsc-E,แมส ฟาร์มาซี (Mass Pharmacy)ขายยา,Independent,Pharmacy (independent),TARGET,,55/53,Amphoe Pak Kret,Nonthaburi,13.9044489,100.4492865,pharmacy,0,0,099 456 5961,Monday: 8:00 AM – 9:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","55/53, Amphoe Pak Kret",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJd4i5Zp2F4jARUbejGmBdJuo,ChIJd4i5Zp2F4jARUbejGmBdJuo,Lab Pharmacy สาขา Chic Republic Ratchapruek (ราชพฤกษ์),Independent,Pharmacy (independent),TARGET,,"อาคารชิค รีพับบลิค สาขาราชพฤกษ์, 6/15",Amphoe Pak Kret,Nonthaburi,13.9049296,100.4504128,pharmacy,5,8,098 253 8904,Monday: 10:00 AM – 8:30 PM | Tuesday: 10:00 AM – 8:30 PM | Wednesday: 10:00 AM – 8:30 PM | Thursday: 10:00 AM – 8:30 PM | Friday: 10:00 AM – 9:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: 10:00 AM – 9:00 PM,https://lablivehealthy.com/,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","อาคารชิค รีพับบลิค สาขาราชพฤกษ์, 6/15, Amphoe Pak Kret",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJv4sO4b6E4jARZFHEzaeWzrg,ChIJv4sO4b6E4jARZFHEzaeWzrg,Seri,Independent (no name keyword),Pharmacy (independent),TARGET,,VGR6+J2Q,Pak Kret District,Nonthaburi,13.8915799,100.5101239,pharmacy,0,0,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","VGR6+J2Q, Pak Kret District",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJkfFTsp6E4jARvTA8Ji2HLBA,ChIJkfFTsp6E4jARvTA8Ji2HLBA,DRUGSTORE ร้านขายยา,Independent,Pharmacy (independent),TARGET,,"VGXF+XMF, Soi Si Chai Thong 25",Amphoe Pak Kret,Nonthaburi,13.8999286,100.5241868,pharmacy,0,0,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","VGXF+XMF, Soi Si Chai Thong 25, Amphoe Pak Kret",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJjbpZsp6E4jARt-zT2i52Ows,ChIJjbpZsp6E4jARt-zT2i52Ows,25Drug,Independent (no name keyword),Pharmacy (independent),TARGET,,Soi Si Chai Thong 25,Amphoe Pak Kret,Nonthaburi,13.8999453,100.5241765,pharmacy,0,0,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","Soi Si Chai Thong 25, Amphoe Pak Kret",0,Temporarily Closed,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJT7N1cI-F4jAR70zjPenuSaM,ChIJT7N1cI-F4jAR70zjPenuSaM,Morya PharmD,Independent (no name keyword),Pharmacy (independent),TARGET,,Thanon Chaeng Watthana,Nonthaburi,Nonthaburi,13.9034579,100.5235022,pharmacy,0,0,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",Thanon Chaeng Watthana,0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJ0Znwo52E4jARS9E07vQm3oM,ChIJ0Znwo52E4jARS9E07vQm3oM,CMK แจ้งวัฒนะ,Independent (no name keyword),Pharmacy (independent),TARGET,,WG3H+65J,Pak Kret District,Nonthaburi,13.9030812,100.527882,pharmacy,0,0,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","WG3H+65J, Pak Kret District",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJRf6ZZEWP4jARfXU70dx0mWU,ChIJRf6ZZEWP4jARfXU70dx0mWU,Tops Care - Central Westgate (1st Floor),Independent (no name keyword),Pharmacy (independent),TARGET,,"199, 199/1, 199/2, ท็อปส์ มาร์เก็ต เซ็นทรัลเวสต์เกต, Tambon Sao Thong Hin",Amphoe Bang Yai,Nonthaburi,13.8782051,100.4106332,pharmacy,3,2,063 817 3900,Monday: 9:00 AM – 9:00 PM | Tuesday: 10:00 AM – 9:00 PM | Wednesday: 10:00 AM – 9:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 10:00 AM – 9:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: 10:00 AM – 9:00 PM,https://www.facebook.com/topscarethailand,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","199,199/1,199/2, ท็อปส์ มาร์เก็ต เซ็นทรัลเวสต์เกต, Tambon Sao Thong Hin, Amphoe Bang Yai",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJeaAETd-P4jARMJD3Hwz_q3c,ChIJeaAETd-P4jARMJD3Hwz_q3c,GNC Live Well Central Westgate,Independent (no name keyword),Pharmacy (independent),TARGET,,"ชั้น 2 Central, West Gate, K 210, Tambon Sao Thong Hin",Amphoe Bang Yai,Nonthaburi,13.8776239,100.4115294,pharmacy,3,2,084 874 2235,,http://www.gnc.co.th/,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","ชั้น 2 Central, West Gate, K 210, Tambon Sao Thong Hin, Amphoe Bang Yai",2,Temporarily Closed,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJfScOhH-P4jARePbdbiy5EKw,ChIJfScOhH-P4jARePbdbiy5EKw,P&F Smooth Life Central Plaza Westgate,Independent (no name keyword),Pharmacy (independent),TARGET,,"199 Thanon Rattanathibet, Tambon Sao Thong Hin",Amphoe Bang Yai,Nonthaburi,13.8774935,100.410578,pharmacy,3.4,14,02 019 9862,Monday: 10:00 AM – 9:00 PM | Tuesday: 10:00 AM – 9:00 PM | Wednesday: 10:00 AM – 9:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","199 Thanon Rattanathibet, Tambon Sao Thong Hin, Amphoe Bang Yai",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJv0D_9NiP4jARlyxHVhdfQ0U,ChIJv0D_9NiP4jARlyxHVhdfQ0U,Soon Ruam Ya Bang Yai,Independent (no name keyword),Pharmacy (independent),TARGET,,"83, Soi Bang Yai City, Kanchanaphisak Road, Tambon Sao Thong Hin, Amphoe Bang Yai, Nonthaburi",11140,Nonthaburi,13.8787341,100.4089474,pharmacy,0,0,080 780 1127,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","83, Soi Bang Yai City, Kanchanaphisak Road, Tambon Sao Thong Hin, Amphoe Bang Yai, Nonthaburi, 11140",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJT0my2JOR4jARUs-KQYa2YLk,ChIJT0my2JOR4jARUs-KQYa2YLk,Tops Care Central Westgate (G Floor),Independent (no name keyword),Pharmacy (independent),TARGET,,Central Westgate ชั้น G,Amphoe Bang Yai,Nonthaburi,13.8764422,100.4126472,pharmacy,5,1,093 818 0959,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,https://www.facebook.com/topscarethailand,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","Central Westgate ชั้น G, Amphoe Bang Yai",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJzXohBCeQ4jAR5QpNrUKss9k,ChIJzXohBCeQ4jAR5QpNrUKss9k,Phesat Mahidon Shop,Independent (no name keyword),Pharmacy (independent),TARGET,,"61/37 หมู่6, ตำบลเสาธงหิน อำเภอบางใหญ่ จังหวัดนนทบุรี",11140,Nonthaburi,13.8747213,100.4092236,pharmacy,0,0,,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: 9:00 AM – 9:00 PM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","61/37 หมู่6, ตำบลเสาธงหิน อำเภอบางใหญ่ จังหวัดนนทบุรี, 11140",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJjxd_GNiP4jARQFoCl3On_-8,ChIJjxd_GNiP4jARQFoCl3On_-8,Tanikbaesart2,Independent (no name keyword),Pharmacy (independent),TARGET,,"80, 36 หมู่6 Kanchanaphisek Road, Tambon Sao Thong Hin",Amphoe Bang Yai,Nonthaburi,13.8788468,100.406267,pharmacy,4.7,6,02 903 0100,Monday: 7:30 AM – 7:00 PM | Tuesday: 7:30 AM – 7:00 PM | Wednesday: 7:30 AM – 7:00 PM | Thursday: 7:30 AM – 7:00 PM | Friday: 7:30 AM – 7:00 PM | Saturday: 7:30 AM – 7:00 PM | Sunday: 7:30 – 11:00 AM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","80, 36 หมู่6 Kanchanaphisek Road, Tambon Sao Thong Hin, Amphoe Bang Yai",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJMy3uKciP4jARVgUmxhaEx9E,ChIJMy3uKciP4jARVgUmxhaEx9E,วันฟาร์มาซี​ (ONE PHARMACY),Independent,Pharmacy (independent),TARGET,,"61, 37 หมู่ 6 ถนน หมู่บ้านบางใหญ่ซิตี้",Amphoe Bang Yai,Nonthaburi,13.8791063,100.4061916,pharmacy,4,4,098 387 5850,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: Closed,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","61, 37 หมู่ 6 ถนน หมู่บ้านบางใหญ่ซิตี้, Amphoe Bang Yai",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJe0niySeQ4jARqDyeBl7xz5c,ChIJe0niySeQ4jARqDyeBl7xz5c,Mor Uan Pharmacy Shop,Independent,Pharmacy (independent),TARGET,,"9, 356 Soi 23/8, Tambon Sao Thong Hin",Amphoe Bang Yai,Nonthaburi,13.8748091,100.4073579,pharmacy,0,0,086 579 6527,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","9, 356 Soi 23/8, Tambon Sao Thong Hin, Amphoe Bang Yai",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJV4Dv8niD4jAR6mPpoXS2kf4,ChIJV4Dv8niD4jAR6mPpoXS2kf4,C-RINA PHARMA ซี-ริณา ฟาร์มา,Independent (no name keyword),Pharmacy (independent),TARGET,,"39/1164 ห้อง 8 ชั้น 2, อาคารนิชดา พลาซ่า หมู่ 3 ต",Amphoe Pak Kret,Nonthaburi,13.8917459,100.5387805,pharmacy,0,0,089 816 5259,Monday: 10:00 AM – 7:30 PM | Tuesday: 10:00 AM – 7:30 PM | Wednesday: 10:00 AM – 7:30 PM | Thursday: 10:00 AM – 7:30 PM | Friday: 10:00 AM – 7:30 PM | Saturday: 10:00 AM – 7:30 PM | Sunday: 10:00 AM – 7:30 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","39/1164 ห้อง 8 ชั้น 2, อาคารนิชดา พลาซ่า หมู่ 3 ต, Amphoe Pak Kret",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJA3s5S2SD4jARGv21vyTTHtw,ChIJA3s5S2SD4jARGv21vyTTHtw,Suchart Pharmacy,Independent,Pharmacy (independent),TARGET,,58,20 Chaeng Wattana-Parkkred 33,Nonthaburi,13.9017787,100.5380129,pharmacy,5,2,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","58, 20 Chaeng Wattana-Parkkred 33",0,Temporarily Closed,0,0,FALSE,scraped,0,Nonthaburi,YES,
ChIJleLz0GuD4jARKGK0ot819Co,ChIJleLz0GuD4jARKGK0ot819Co,Pharmax - Bangjak Chaengwattana,Independent (no name keyword),Pharmacy (independent),TARGET,,"53/1 ห้อง A11-A13, ปั้มน้ำมันบางจาก หมู่ที่ 8, Thanon Chaeng Watthana",Amphoe Pak Kret,Nonthaburi,13.8971917,100.5479616,pharmacy,4.6,10,093 575 0386,Monday: 10:00 AM – 9:00 PM | Tuesday: 10:00 AM – 9:00 PM | Wednesday: 10:00 AM – 9:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 10:00 AM – 9:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: 10:00 AM – 9:00 PM,https://www.facebook.com/pharmaxshop,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","53/1 ห้อง A11-A13, ปั้มน้ำมันบางจาก หมู่ที่ 8, Thanon Chaeng Watthana, Amphoe Pak Kret",0,Active,0,0,FALSE,scraped,0,Nonthaburi,YES,
